COLLEGE_CODE,COLLEGE_NAME,DISTRICT,OC,BC,BCM,MBC,SC,SCA,ST,RECORD_ID,BRANCH_NAME,BRANCH_CODE
1210,"Panimalar Engineering College (Autonomous), Bangalore Trunk Road, NazarathPet, Varadharajapuram, Poonamallee, Thiruvallur (DT), Chennai-600123.",TIRUVALLUR,170.5,162.5,155,160,128,99.5,118.5,TNEA2025-02028,Artificial Intelligence and Data Science,ad
1210,"Panimalar Engineering College (Autonomous), Bangalore Trunk Road, NazarathPet, Varadharajapuram, Poonamallee, Thiruvallur (DT), Chennai-600123.",TIRUVALLUR,166.5,160,154,156,126,99.5,118.5,TNEA2025-02029,Artificial Intelligence and Machine Learning,al
1210,"Panimalar Engineering College (Autonomous), Bangalore Trunk Road, NazarathPet, Varadharajapuram, Poonamallee, Thiruvallur (DT), Chennai-600123.",TIRUVALLUR,163.5,158,158.5,155.5,120,99.5,103.5,TNEA2025-02030,COMPUTER SCIENCE AND BUSSINESS SYSTEM,cb
1210,"Panimalar Engineering College (Autonomous), Bangalore Trunk Road, NazarathPet, Varadharajapuram, Poonamallee, Thiruvallur (DT), Chennai-600123.",TIRUVALLUR,172.5,165,158.5,161.5,133.5,101.5,115,TNEA2025-02031,COMPUTER SCIENCE AND ENGINEERING,cs
1210,"Panimalar Engineering College (Autonomous), Bangalore Trunk Road, NazarathPet, Varadharajapuram, Poonamallee, Thiruvallur (DT), Chennai-600123.",TIRUVALLUR,159,153.5,142,147.5,122,101.5,115,TNEA2025-02032,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
1210,"Panimalar Engineering College (Autonomous), Bangalore Trunk Road, NazarathPet, Varadharajapuram, Poonamallee, Thiruvallur (DT), Chennai-600123.",TIRUVALLUR,168.5,162.5,156.5,156.5,127,129.5,117.5,TNEA2025-02033,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
1210,"Panimalar Engineering College (Autonomous), Bangalore Trunk Road, NazarathPet, Varadharajapuram, Poonamallee, Thiruvallur (DT), Chennai-600123.",TIRUVALLUR,168,161.5,154,159,130,129.5,90,TNEA2025-02034,INFORMATION TECHNOLOGY,it
1210,"Panimalar Engineering College (Autonomous), Bangalore Trunk Road, NazarathPet, Varadharajapuram, Poonamallee, Thiruvallur (DT), Chennai-600123.",TIRUVALLUR,144,135.5,142.5,132.5,105.5,128.5,90,TNEA2025-02035,MECHANICAL ENGINEERING,me
3833,"Parisutham Institute of Technology and Science (Autonomous), NH 67 Ring Road, Nanjikottai, Thanjavur-613006.",THANJAVUR,102,90,108.5,83,98,86,Not Available,TNEA2025-02036,AERONAUTICAL ENGINEERING,ae
3833,"Parisutham Institute of Technology and Science (Autonomous), NH 67 Ring Road, Nanjikottai, Thanjavur-613006.",THANJAVUR,102,90,108.5,83,98,86,Not Available,TNEA2025-02037,CIVIL ENGINEERING,ce
3833,"Parisutham Institute of Technology and Science (Autonomous), NH 67 Ring Road, Nanjikottai, Thanjavur-613006.",THANJAVUR,125.5,90,108.5,83,98,86,Not Available,TNEA2025-02038,COMPUTER SCIENCE AND ENGINEERING,cs
3833,"Parisutham Institute of Technology and Science (Autonomous), NH 67 Ring Road, Nanjikottai, Thanjavur-613006.",THANJAVUR,100,90,108.5,83,98,86,Not Available,TNEA2025-02039,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
3833,"Parisutham Institute of Technology and Science (Autonomous), NH 67 Ring Road, Nanjikottai, Thanjavur-613006.",THANJAVUR,89,90,108.5,83,98,86,Not Available,TNEA2025-02040,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
3833,"Parisutham Institute of Technology and Science (Autonomous), NH 67 Ring Road, Nanjikottai, Thanjavur-613006.",THANJAVUR,115.5,89.5,108.5,106.5,98,86,Not Available,TNEA2025-02041,INFORMATION TECHNOLOGY,it
3833,"Parisutham Institute of Technology and Science (Autonomous), NH 67 Ring Road, Nanjikottai, Thanjavur-613006.",THANJAVUR,95,89.5,108.5,106.5,98,86,Not Available,TNEA2025-02042,MECHANICAL ENGINEERING,me
2716,"Park College of Engineering and Technology, Avinashi Road (NH-47), Kaniyur, Coimbatore-641659.",COIMBATORE,111.5,104.5,108.5,96.5,98,109.5,102.5,TNEA2025-02043,AERONAUTICAL ENGINEERING,ae
2716,"Park College of Engineering and Technology, Avinashi Road (NH-47), Kaniyur, Coimbatore-641659.",COIMBATORE,94,104.5,108.5,96.5,98,109.5,102.5,TNEA2025-02044,AGRICULTURAL ENGINEERING,ag
2716,"Park College of Engineering and Technology, Avinashi Road (NH-47), Kaniyur, Coimbatore-641659.",COIMBATORE,133,106.5,108.5,98.5,114,109.5,102.5,TNEA2025-02045,Artificial Intelligence and Data Science,ad
2716,"Park College of Engineering and Technology, Avinashi Road (NH-47), Kaniyur, Coimbatore-641659.",COIMBATORE,113,102,108.5,104.5,104,109.5,102.5,TNEA2025-02046,BIO MEDICAL ENGINEERING,bm
2716,"Park College of Engineering and Technology, Avinashi Road (NH-47), Kaniyur, Coimbatore-641659.",COIMBATORE,138,90,132,87.5,88.5,134.5,102.5,TNEA2025-02047,COMPUTER SCIENCE AND ENGINEERING,cs
2716,"Park College of Engineering and Technology, Avinashi Road (NH-47), Kaniyur, Coimbatore-641659.",COIMBATORE,131.5,124.5,132,121,109,134.5,102.5,TNEA2025-02048,Computer Science and Engineering (Cyber Security),sc
2716,"Park College of Engineering and Technology, Avinashi Road (NH-47), Kaniyur, Coimbatore-641659.",COIMBATORE,103,124.5,132,121,109,134.5,102.5,TNEA2025-02049,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
2716,"Park College of Engineering and Technology, Avinashi Road (NH-47), Kaniyur, Coimbatore-641659.",COIMBATORE,136,103.5,132,123.5,106.5,134.5,102.5,TNEA2025-02050,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
2716,"Park College of Engineering and Technology, Avinashi Road (NH-47), Kaniyur, Coimbatore-641659.",COIMBATORE,86,103.5,132,123.5,106.5,134.5,102.5,TNEA2025-02051,GEO INFORMATICS,gi
2716,"Park College of Engineering and Technology, Avinashi Road (NH-47), Kaniyur, Coimbatore-641659.",COIMBATORE,126.5,110,132,102,102.5,134.5,102.5,TNEA2025-02052,INFORMATION TECHNOLOGY,it
2716,"Park College of Engineering and Technology, Avinashi Road (NH-47), Kaniyur, Coimbatore-641659.",COIMBATORE,95,110,132,95,102.5,134.5,102.5,TNEA2025-02053,MECHANICAL ENGINEERING,me
2716,"Park College of Engineering and Technology, Avinashi Road (NH-47), Kaniyur, Coimbatore-641659.",COIMBATORE,104,110,132,95,102.5,134.5,102.5,TNEA2025-02054,MEDICAL ELECTRONICS,md
2716,"Park College of Engineering and Technology, Avinashi Road (NH-47), Kaniyur, Coimbatore-641659.",COIMBATORE,99,110,132,95,102.5,134.5,102.5,TNEA2025-02055,Mechatronics Engineering,mz
2716,"Park College of Engineering and Technology, Avinashi Road (NH-47), Kaniyur, Coimbatore-641659.",COIMBATORE,114.5,86.5,132,109.5,90,134.5,102.5,TNEA2025-02056,ROBOTICS AND AUTOMATION,rm
2716,"Park College of Engineering and Technology, Avinashi Road (NH-47), Kaniyur, Coimbatore-641659.",COIMBATORE,93,86.5,132,109.5,90,134.5,102.5,TNEA2025-02057,TEXTILE TECHNOLOGY,tx
2768,"Park College of Technology, Prema Ravi Nagar, Karumathampatty, Coimbatore-641659.",COIMBATORE,138,96.5,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-02058,AEROSPACE ENGINEERING,ao
2768,"Park College of Technology, Prema Ravi Nagar, Karumathampatty, Coimbatore-641659.",COIMBATORE,104.5,96.5,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-02059,Artificial Intelligence and Data Science,ad
2768,"Park College of Technology, Prema Ravi Nagar, Karumathampatty, Coimbatore-641659.",COIMBATORE,87.5,96.5,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-02060,CIVIL ENGINEERING,ce
2768,"Park College of Technology, Prema Ravi Nagar, Karumathampatty, Coimbatore-641659.",COIMBATORE,80,96.5,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-02061,COMPUTER SCIENCE AND ENGINEERING,cs
2768,"Park College of Technology, Prema Ravi Nagar, Karumathampatty, Coimbatore-641659.",COIMBATORE,105,96.5,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-02062,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),am
2768,"Park College of Technology, Prema Ravi Nagar, Karumathampatty, Coimbatore-641659.",COIMBATORE,96,96.5,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-02063,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
2768,"Park College of Technology, Prema Ravi Nagar, Karumathampatty, Coimbatore-641659.",COIMBATORE,101.5,96.5,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-02064,ENVIRONMENTAL ENGINEERING,en
2768,"Park College of Technology, Prema Ravi Nagar, Karumathampatty, Coimbatore-641659.",COIMBATORE,101.5,96.5,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-02065,MECHANICAL ENGINEERING,me
3815,"Pavendar Bharathidasan College of Engineering and Technology, Thanjai Natarajan Nagar, Opp. to Bharathidasan University, Pudukkottai Main Raod, Mathur, Kulathur, Pudukkottai-622515.",PUDUKKOTTAI,139,138,106,131,110.5,Not Available,118,TNEA2025-02066,Artificial Intelligence and Data Science,ad
3815,"Pavendar Bharathidasan College of Engineering and Technology, Thanjai Natarajan Nagar, Opp. to Bharathidasan University, Pudukkottai Main Raod, Mathur, Kulathur, Pudukkottai-622515.",PUDUKKOTTAI,131.5,106.5,106,131,116.5,Not Available,118,TNEA2025-02067,BIO MEDICAL ENGINEERING,bm
3815,"Pavendar Bharathidasan College of Engineering and Technology, Thanjai Natarajan Nagar, Opp. to Bharathidasan University, Pudukkottai Main Raod, Mathur, Kulathur, Pudukkottai-622515.",PUDUKKOTTAI,108.5,101.5,106,86,107,Not Available,118,TNEA2025-02068,BIO TECHNOLOGY,bt
3815,"Pavendar Bharathidasan College of Engineering and Technology, Thanjai Natarajan Nagar, Opp. to Bharathidasan University, Pudukkottai Main Raod, Mathur, Kulathur, Pudukkottai-622515.",PUDUKKOTTAI,118.5,103,106,86,110,Not Available,118,TNEA2025-02069,COMPUTER SCIENCE AND ENGINEERING,cs
3815,"Pavendar Bharathidasan College of Engineering and Technology, Thanjai Natarajan Nagar, Opp. to Bharathidasan University, Pudukkottai Main Raod, Mathur, Kulathur, Pudukkottai-622515.",PUDUKKOTTAI,118.5,103,106,86,110,Not Available,118,TNEA2025-02070,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
3815,"Pavendar Bharathidasan College of Engineering and Technology, Thanjai Natarajan Nagar, Opp. to Bharathidasan University, Pudukkottai Main Raod, Mathur, Kulathur, Pudukkottai-622515.",PUDUKKOTTAI,88,87,106,86,110,Not Available,118,TNEA2025-02071,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
3815,"Pavendar Bharathidasan College of Engineering and Technology, Thanjai Natarajan Nagar, Opp. to Bharathidasan University, Pudukkottai Main Raod, Mathur, Kulathur, Pudukkottai-622515.",PUDUKKOTTAI,129,86.5,106,91.5,91,Not Available,118,TNEA2025-02072,INFORMATION TECHNOLOGY,it
3815,"Pavendar Bharathidasan College of Engineering and Technology, Thanjai Natarajan Nagar, Opp. to Bharathidasan University, Pudukkottai Main Raod, Mathur, Kulathur, Pudukkottai-622515.",PUDUKKOTTAI,108,86.5,106,91.5,91,Not Available,118,TNEA2025-02073,MECHANICAL ENGINEERING,me
3815,"Pavendar Bharathidasan College of Engineering and Technology, Thanjai Natarajan Nagar, Opp. to Bharathidasan University, Pudukkottai Main Raod, Mathur, Kulathur, Pudukkottai-622515.",PUDUKKOTTAI,108,86.5,106,91.5,91,Not Available,118,TNEA2025-02074,TEXTILE TECHNOLOGY,tx
1525,"Podhigai College of Engineering and Technology, Salem Main Road, Adiyur Post, Tirupattur Taluk, Tirupattur, Vellore District.-635601.",TIRUPATHUR,96.5,89,Not Available,86,91,Not Available,Not Available,TNEA2025-02075,CIVIL ENGINEERING,ce
1525,"Podhigai College of Engineering and Technology, Salem Main Road, Adiyur Post, Tirupattur Taluk, Tirupattur, Vellore District.-635601.",TIRUPATHUR,96.5,89,Not Available,86,91,Not Available,Not Available,TNEA2025-02076,COMPUTER SCIENCE AND ENGINEERING,cs
1525,"Podhigai College of Engineering and Technology, Salem Main Road, Adiyur Post, Tirupattur Taluk, Tirupattur, Vellore District.-635601.",TIRUPATHUR,89.5,89,Not Available,86,91,Not Available,Not Available,TNEA2025-02077,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
1525,"Podhigai College of Engineering and Technology, Salem Main Road, Adiyur Post, Tirupattur Taluk, Tirupattur, Vellore District.-635601.",TIRUPATHUR,94.5,89,Not Available,86,91,Not Available,Not Available,TNEA2025-02078,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
1525,"Podhigai College of Engineering and Technology, Salem Main Road, Adiyur Post, Tirupattur Taluk, Tirupattur, Vellore District.-635601.",TIRUPATHUR,90,89,Not Available,86,91,Not Available,Not Available,TNEA2025-02079,INFORMATION TECHNOLOGY,it
1525,"Podhigai College of Engineering and Technology, Salem Main Road, Adiyur Post, Tirupattur Taluk, Tirupattur, Vellore District.-635601.",TIRUPATHUR,83,89,Not Available,86,91,Not Available,Not Available,TNEA2025-02080,MECHANICAL ENGINEERING,me
2354,"Pollachi Institute of Engineering and Technology, 107/1, Poosaripatti Village, Pollachi to Dharapuram road, Poosaripatti(post) Pollachi, Coimbatore-642205.",COIMBATORE,114.5,99.5,Not Available,113,108,94.5,Not Available,TNEA2025-02081,Artificial Intelligence and Data Science,ad
2354,"Pollachi Institute of Engineering and Technology, 107/1, Poosaripatti Village, Pollachi to Dharapuram road, Poosaripatti(post) Pollachi, Coimbatore-642205.",COIMBATORE,90.5,99.5,Not Available,113,108,94.5,Not Available,TNEA2025-02082,CIVIL ENGINEERING,ce
2354,"Pollachi Institute of Engineering and Technology, 107/1, Poosaripatti Village, Pollachi to Dharapuram road, Poosaripatti(post) Pollachi, Coimbatore-642205.",COIMBATORE,120.5,99.5,Not Available,109.5,108,110.5,Not Available,TNEA2025-02083,COMPUTER SCIENCE AND ENGINEERING,cs
2354,"Pollachi Institute of Engineering and Technology, 107/1, Poosaripatti Village, Pollachi to Dharapuram road, Poosaripatti(post) Pollachi, Coimbatore-642205.",COIMBATORE,102,99.5,Not Available,96.5,108,110.5,Not Available,TNEA2025-02084,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
2354,"Pollachi Institute of Engineering and Technology, 107/1, Poosaripatti Village, Pollachi to Dharapuram road, Poosaripatti(post) Pollachi, Coimbatore-642205.",COIMBATORE,109,99.5,Not Available,102,93,110.5,Not Available,TNEA2025-02085,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
2354,"Pollachi Institute of Engineering and Technology, 107/1, Poosaripatti Village, Pollachi to Dharapuram road, Poosaripatti(post) Pollachi, Coimbatore-642205.",COIMBATORE,88,83.5,Not Available,81,93,110.5,Not Available,TNEA2025-02086,MECHANICAL ENGINEERING,me
4981,"Ponjesly College of Engineering, Near Parvathipuram, Alamparai, Veturnimadam Post, Nagercoil-629003.",KANNIYAKUMARI,149,139,145.5,105,87.5,Not Available,Not Available,TNEA2025-02087,Artificial Intelligence and Data Science,ad
4981,"Ponjesly College of Engineering, Near Parvathipuram, Alamparai, Veturnimadam Post, Nagercoil-629003.",KANNIYAKUMARI,96,139,145.5,105,87.5,Not Available,Not Available,TNEA2025-02088,CIVIL ENGINEERING,ce
4981,"Ponjesly College of Engineering, Near Parvathipuram, Alamparai, Veturnimadam Post, Nagercoil-629003.",KANNIYAKUMARI,158,143.5,145,111.5,87.5,Not Available,Not Available,TNEA2025-02089,COMPUTER SCIENCE AND ENGINEERING,cs
4981,"Ponjesly College of Engineering, Near Parvathipuram, Alamparai, Veturnimadam Post, Nagercoil-629003.",KANNIYAKUMARI,149,139,140,102.5,96.5,Not Available,Not Available,TNEA2025-02090,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),am
4981,"Ponjesly College of Engineering, Near Parvathipuram, Alamparai, Veturnimadam Post, Nagercoil-629003.",KANNIYAKUMARI,121,101,140,120.5,96.5,Not Available,Not Available,TNEA2025-02091,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
4981,"Ponjesly College of Engineering, Near Parvathipuram, Alamparai, Veturnimadam Post, Nagercoil-629003.",KANNIYAKUMARI,148.5,134.5,147,120.5,119.5,Not Available,Not Available,TNEA2025-02092,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
4981,"Ponjesly College of Engineering, Near Parvathipuram, Alamparai, Veturnimadam Post, Nagercoil-629003.",KANNIYAKUMARI,150,143.5,143,86,119.5,Not Available,Not Available,TNEA2025-02093,INFORMATION TECHNOLOGY,it
4981,"Ponjesly College of Engineering, Near Parvathipuram, Alamparai, Veturnimadam Post, Nagercoil-629003.",KANNIYAKUMARI,118,89.5,97.5,84.5,119.5,Not Available,Not Available,TNEA2025-02094,MECHANICAL ENGINEERING,me
1110,"Prathyusha Engineering College (Autonomous), Poonamallee-Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",602025,144.5,132.5,115,130,98.5,82.5,Not Available,TNEA2025-02095,Artificial Intelligence and Data Science,ad
1110,"Prathyusha Engineering College (Autonomous), Poonamallee-Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",602025,105.5,132.5,115,130,98.5,82.5,Not Available,TNEA2025-02096,BIO TECHNOLOGY,bt
1110,"Prathyusha Engineering College (Autonomous), Poonamallee-Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",602025,143,118,115,126,87,82.5,Not Available,TNEA2025-02097,COMPUTER SCIENCE AND BUSSINESS SYSTEM,cb
1110,"Prathyusha Engineering College (Autonomous), Poonamallee-Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",602025,152,136,120.5,134.5,103,82.5,Not Available,TNEA2025-02098,COMPUTER SCIENCE AND ENGINEERING,cs
1110,"Prathyusha Engineering College (Autonomous), Poonamallee-Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",602025,138,124.5,102,115.5,92.5,82.5,Not Available,TNEA2025-02099,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),am
1110,"Prathyusha Engineering College (Autonomous), Poonamallee-Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",602025,141,127,123.5,118,116,82.5,Not Available,TNEA2025-02100,Computer Science and Engineering (Cyber Security),sc
1110,"Prathyusha Engineering College (Autonomous), Poonamallee-Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",602025,93.5,91.5,123.5,88,116,82.5,Not Available,TNEA2025-02101,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
1110,"Prathyusha Engineering College (Autonomous), Poonamallee-Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",602025,146,125.5,121,129,118,82.5,Not Available,TNEA2025-02102,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
1110,"Prathyusha Engineering College (Autonomous), Poonamallee-Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",602025,144.5,137,121,137.5,111,82.5,Not Available,TNEA2025-02103,INFORMATION TECHNOLOGY,it
1110,"Prathyusha Engineering College (Autonomous), Poonamallee-Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",602025,90.5,137,121,137.5,111,82.5,Not Available,TNEA2025-02104,MECHANICAL ENGINEERING,me
1442,"Prince Dr. K. Vasudevan College of Engineering and Technology, Medavakkam-Mambakkam Road, Ponmar, Chennai-600127.",CHENGALPATTU f,192,190.5,185.5,188.5,185,Not Available,Not Available,TNEA2025-02105,Artificial Intelligence and Data Science,ad
1442,"Prince Dr. K. Vasudevan College of Engineering and Technology, Medavakkam-Mambakkam Road, Ponmar, Chennai-600127.",CHENGALPATTU f,96,190.5,185.5,188.5,185,Not Available,Not Available,TNEA2025-02106,BIO MEDICAL ENGINEERING,bm
1442,"Prince Dr. K. Vasudevan College of Engineering and Technology, Medavakkam-Mambakkam Road, Ponmar, Chennai-600127.",CHENGALPATTU f,187,157,149.5,149.5,101.5,Not Available,Not Available,TNEA2025-02107,COMPUTER SCIENCE AND ENGINEERING,cs
1442,"Prince Dr. K. Vasudevan College of Engineering and Technology, Medavakkam-Mambakkam Road, Ponmar, Chennai-600127.",CHENGALPATTU f,187,149.5,137,129.5,97,Not Available,Not Available,TNEA2025-02108,Computer Science and Engineering (Cyber Security),sc
1414,"Prince Shri Venkateshwaraa Padmavathy Engineering College (Autonomous), Medavakkam - Mambakkam Road, Ponmar, Kanchipuram, Chennai-600127.",CHENGALPATTU f,118.5,191,192,190,187,Not Available,185.5,TNEA2025-02109,CIVIL ENGINEERING,ce
1414,"Prince Shri Venkateshwaraa Padmavathy Engineering College (Autonomous), Medavakkam - Mambakkam Road, Ponmar, Kanchipuram, Chennai-600127.",CHENGALPATTU f,193,191,192,190,187,Not Available,185.5,TNEA2025-02110,COMPUTER SCIENCE AND ENGINEERING,cs
1414,"Prince Shri Venkateshwaraa Padmavathy Engineering College (Autonomous), Medavakkam - Mambakkam Road, Ponmar, Kanchipuram, Chennai-600127.",CHENGALPATTU f,154.5,148.5,192,121,108.5,Not Available,185.5,TNEA2025-02111,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
1414,"Prince Shri Venkateshwaraa Padmavathy Engineering College (Autonomous), Medavakkam - Mambakkam Road, Ponmar, Kanchipuram, Chennai-600127.",CHENGALPATTU f,185,152.5,146,148.5,103,Not Available,185.5,TNEA2025-02112,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
1414,"Prince Shri Venkateshwaraa Padmavathy Engineering College (Autonomous), Medavakkam - Mambakkam Road, Ponmar, Kanchipuram, Chennai-600127.",CHENGALPATTU f,192,188.5,183,188,121,Not Available,185.5,TNEA2025-02113,INFORMATION TECHNOLOGY,it
1414,"Prince Shri Venkateshwaraa Padmavathy Engineering College (Autonomous), Medavakkam - Mambakkam Road, Ponmar, Kanchipuram, Chennai-600127.",CHENGALPATTU f,125.5,113.5,183,101,121,Not Available,185.5,TNEA2025-02114,MECHANICAL ENGINEERING,me
1510,"Priyadarshini Engineering College, Chettiyappanur Village & Post, Vaniyambadi, Vellore-635751.",TIRUPATHUR,133,111,130.5,99.5,98,98.5,Not Available,TNEA2025-02115,Artificial Intelligence and Data Science,ad
1510,"Priyadarshini Engineering College, Chettiyappanur Village & Post, Vaniyambadi, Vellore-635751.",TIRUPATHUR,104.5,111,130.5,99.5,98,98.5,Not Available,TNEA2025-02116,CIVIL ENGINEERING,ce
1510,"Priyadarshini Engineering College, Chettiyappanur Village & Post, Vaniyambadi, Vellore-635751.",TIRUPATHUR,131,96.5,118.5,111.5,99.5,98.5,Not Available,TNEA2025-02117,COMPUTER SCIENCE AND ENGINEERING,cs
1510,"Priyadarshini Engineering College, Chettiyappanur Village & Post, Vaniyambadi, Vellore-635751.",TIRUPATHUR,87.5,96.5,118.5,84.5,99.5,98.5,Not Available,TNEA2025-02118,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
1510,"Priyadarshini Engineering College, Chettiyappanur Village & Post, Vaniyambadi, Vellore-635751.",TIRUPATHUR,110,95.5,118.5,93,84,98.5,Not Available,TNEA2025-02119,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
1510,"Priyadarshini Engineering College, Chettiyappanur Village & Post, Vaniyambadi, Vellore-635751.",TIRUPATHUR,132.5,101,99,114.5,97.5,98.5,Not Available,TNEA2025-02120,INFORMATION TECHNOLOGY,it
1510,"Priyadarshini Engineering College, Chettiyappanur Village & Post, Vaniyambadi, Vellore-635751.",TIRUPATHUR,93,101,99,90.5,97.5,86.5,Not Available,TNEA2025-02121,MECHANICAL ENGINEERING,me
2639,"R P Sarathy Institute of Technology, Poosaripatty(PO), Omalur Taluk, Salem-636305.",SALEM,139.5,110,119,121,115,85,Not Available,TNEA2025-02122,Artificial Intelligence and Data Science,ad
2639,"R P Sarathy Institute of Technology, Poosaripatty(PO), Omalur Taluk, Salem-636305.",SALEM,139,108,95,119.5,87,85,Not Available,TNEA2025-02123,COMPUTER SCIENCE AND ENGINEERING,cs
2639,"R P Sarathy Institute of Technology, Poosaripatty(PO), Omalur Taluk, Salem-636305.",SALEM,119.5,90.5,104,105.5,87,85,Not Available,TNEA2025-02124,Computer Science and Engineering (Cyber Security),sc
2639,"R P Sarathy Institute of Technology, Poosaripatty(PO), Omalur Taluk, Salem-636305.",SALEM,90.5,90.5,104,84.5,87,85,Not Available,TNEA2025-02125,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
2639,"R P Sarathy Institute of Technology, Poosaripatty(PO), Omalur Taluk, Salem-636305.",SALEM,120,89.5,104,101,112.5,85,Not Available,TNEA2025-02126,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
2639,"R P Sarathy Institute of Technology, Poosaripatty(PO), Omalur Taluk, Salem-636305.",SALEM,129,82.5,104.5,112.5,109.5,85,Not Available,TNEA2025-02127,INFORMATION TECHNOLOGY,it
2639,"R P Sarathy Institute of Technology, Poosaripatty(PO), Omalur Taluk, Salem-636305.",SALEM,88,82.5,104.5,81.5,109.5,85,Not Available,TNEA2025-02128,MECHANICAL ENGINEERING,me
5862,"R V S Educational Trust's Group of Institutions, RVS Nagar, N.Paraipatti Post, Dindigul-624005.",DINDIGUL,119,86,104.5,92.5,95,85.5,Not Available,TNEA2025-02129,AERONAUTICAL ENGINEERING,ae
5862,"R V S Educational Trust's Group of Institutions, RVS Nagar, N.Paraipatti Post, Dindigul-624005.",DINDIGUL,94.5,86,104.5,92.5,95,85.5,Not Available,TNEA2025-02130,AGRICULTURAL ENGINEERING,ag
5862,"R V S Educational Trust's Group of Institutions, RVS Nagar, N.Paraipatti Post, Dindigul-624005.",DINDIGUL,90.5,86,104.5,92.5,95,85.5,Not Available,TNEA2025-02131,AUTOMOBILE ENGINEERING,au
5862,"R V S Educational Trust's Group of Institutions, RVS Nagar, N.Paraipatti Post, Dindigul-624005.",DINDIGUL,120,86,104.5,92.5,95,85.5,Not Available,TNEA2025-02132,BIO MEDICAL ENGINEERING,bm
5862,"R V S Educational Trust's Group of Institutions, RVS Nagar, N.Paraipatti Post, Dindigul-624005.",DINDIGUL,120,86,104.5,92.5,95,85.5,Not Available,TNEA2025-02133,CIVIL ENGINEERING,ce
5862,"R V S Educational Trust's Group of Institutions, RVS Nagar, N.Paraipatti Post, Dindigul-624005.",DINDIGUL,85,86,104.5,92.5,95,85.5,Not Available,TNEA2025-02134,COMPUTER SCIENCE AND BUSSINESS SYSTEM,cb
5862,"R V S Educational Trust's Group of Institutions, RVS Nagar, N.Paraipatti Post, Dindigul-624005.",DINDIGUL,122,87,104.5,102,94.5,85.5,Not Available,TNEA2025-02135,COMPUTER SCIENCE AND ENGINEERING,cs
5862,"R V S Educational Trust's Group of Institutions, RVS Nagar, N.Paraipatti Post, Dindigul-624005.",DINDIGUL,113.5,92.5,104.5,100,90.5,91.5,Not Available,TNEA2025-02136,Computer Science and Engineering (Cyber Security),sc
5862,"R V S Educational Trust's Group of Institutions, RVS Nagar, N.Paraipatti Post, Dindigul-624005.",DINDIGUL,100,92.5,104.5,100,90.5,91.5,Not Available,TNEA2025-02137,MECHANICAL ENGINEERING,me
2776,"R V S Technical Campus Coimbatore, Kumaran Kottam Campus, Kannampalayam, Sulur, Coimbatore-641402.",COIMBATORE,116,89,82,81,95.5,125,118,TNEA2025-02138,AGRICULTURAL ENGINEERING,ag
